Start-Datum;End-Datum;Name;Turnierart;Ordnungsnummer;Land;Ort;Region;Offener-Turniername;Veranstalter;Kategorie;Meldeschluss;Turnier-Link;Ausschreibung-Link;Ausschreibung-PDF;AK_U9;AK_U11;AK_U13;AK_U15;AK_U17;AK_U19;AK_U22;AK_O19;AK_O35
04.07.2020;05.07.2020; Regionalmeisterschaften BAY Südbayern U11-U19 (abgesagt);Meisterschaft;;DE;Aichach;Südbayern;abgesagt;BAY;D1-Level;23.06.2020;;;nein;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
04.07.2020;05.07.2020; Bezirksmeisterschaften NIS NBV-Bezirk Braunschweig U9-U19 (abgesagt);Meisterschaft;;DE;Peine-Vöhrum;NBV-Bezirk Braunschweig;abgesagt;NIS;D1-Level;02.07.2020;https://www.turnier.de/sport/tournament.aspx?id=56CE0B46-3AC9-48F2-81F2-EE9182D9C812;https://www.nbv-online.de/ausschreibung/200711-12-BS-Jgd-BEM-U9-U19-Peine-Voehrum.pdf;nein;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
04.07.2020;05.07.2020; Bezirksmeisterschaften NIS NBV-Bezirk Hannover U17-U22 (abgesagt);Meisterschaft;;DE;Isernhagen;NBV-Bezirk Hannover;abgesagt;NIS;D1-Level;23.06.2020;https://www.turnier.de/sport/tournament.aspx?id=6F9143D5-20A6-4C1C-8FF8-96490D204F87;https://www.nbv-online.de/ausschreibung/200704-05-HA-Jgd-BEM-U17-U22-Isernhagen.pdf;nein;;;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;
04.07.2020;05.07.2020; Bezirksmeisterschaften NIS NBV-Bezirk Weser-Ems U9-U22 (abgesagt);Meisterschaft;;DE;Nordhorn;NBV-Bezirk Weser-Ems;abgesagt;NIS;D1-Level;20.06.2020;https://www.turnier.de/sport/tournament?id=7AC38F37-ED96-434A-A05A-BA617BF3E573;https://www.nbv-online.de/ausschreibung/200704-05-WE-Jgd-BEM-U9-U22-Nordhorn.pdf;nein;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;
04.07.2020;04.07.2020;4. C-RLT BAW U13-U19;Rangliste;4;DE;Dossenheim +++ wegen Corona-Krise ABGESAGT +++;;;BAW;C1-Level;19.06.2020;;;ja;;;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;;;
06.07.2020;08.07.2020;HASKOVO Bulgarian Junior International 2020 (Cancelled);Rangliste;;BUL;HASKOVO;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
07.07.2020;12.07.2020;Russian Open 2020 (Cancelled);Rangliste;;RUS;Vladivostok;;;BWF;BWF Tour Super 100;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
11.07.2020;11.07.2020;3. C-RLT THÜ U13/U17;Rangliste;3;DE;Suhl - ABGESAGT;;;THÜ;D1-Level;27.06.2020;https://www.turnier.de/sport/tournament?id=02343CA3-7370-455B-9FBD-FEF543FE5C25;;nein;;;Einzel/Mixed;;Einzel/Mixed;;;;
11.07.2020;11.07.2020;4. C-RLT SAC U13/U19 ((abgesagt));Rangliste;4;DE;Sportoberschule Leipzig Max-Planck-Straße 53-55, 04105 Leipzig;;(abgesagt);SAC;C2-Level;20.06.2020;;http://www.bvsachsen.de/index.php?option=com_jevents&task=cat.listevents&offset=1&category_fv=153&Itemid=81;nein;;;Einzel;;;Einzel;;;
11.07.2020;11.07.2020;2. D-RLT SAC Regionalverband Oberlausitz U11/U17;Rangliste;2;DE;Sorbisches Schul- und Begegungszentrum, Friedrich-List-Straße 8, 02625 Bautzen;Regionalverband Oberlausitz;;SAC;D2-Level;27.06.2020;;;ja;;Einzel/Doppel;;;Einzel/Mixed;;;;
11.07.2020;12.07.2020; Bezirksmeisterschaften NIS NBV-Bezirk Hannover U9-U15 (abgesagt);Meisterschaft;;DE;Nienburg;NBV-Bezirk Hannover;abgesagt;NIS;D1-Level;30.06.2020;https://www.turnier.de/sport/tournament.aspx?id=D7D69A31-2D54-4DB8-B08F-161860398C85;https://www.nbv-online.de/ausschreibung/200711-12-HA-Jgd-BEM-U9-U15-Nienburg.pdf;nein;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;;;
13.07.2020;17.07.2020;XXIX Pan Am Junior Championships 2020 (U19) (Cancelled);Rangliste;;MEX;Acapulco;;;BWF;Continental Junior Individual Championships;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
15.07.2020;19.07.2020;Badminton Asia Junior Championships 2020 (Cancelled);Rangliste;;CHN;Suzhou;;;BWF;Continental Junior Individual Championships;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
16.07.2020;19.07.2020;Azerbaijan International 2020 (Cancelled);Rangliste;;AZE;Baku;;;BWF;International Challenge;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
16.07.2020;19.07.2020;All England Junior Badminton Championships 2020 (Cancelled);Rangliste;;ENG;Birmingham;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
18.07.2020;19.07.2020; C-RLT BAW U11-U19 (18. Hexen-Cup);Rangliste;;DE;Konstanz +++ wegen Corona-Krise ABGESAGT +++;;18. Hexen-Cup;BAW;C1-Level;26.06.2020;;;ja;;Einzel/Doppel;;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;;;
23.07.2020;26.07.2020;BENINCA Polish U19 International (Cancelled);Rangliste;;POL;Kędzierzyn-Koźle;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
25.07.2020;03.08.2020;Tokyo 2020 Olympic Games Badminton (Postponed);Rangliste;;JPN;Tokyo;;;BWF;Grade 1 - Individual Tournaments;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
25.07.2020;26.07.2020; C-RLT BAW U11-U17 (Globus TOP 3000);Rangliste;;DE;Waghäusel +++ wegen Corona-Krise ABGESAGT +++;;Globus TOP 3000;BAW;C1-Level;03.07.2020;;;ja;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;;
31.07.2020;02.08.2020;HASKOVO U17 Bulgarian International - CANCELLED;Rangliste;;NN;Haskovo;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
04.08.2020;09.08.2020;YONEX-SUNRISE India Junior International Grand Prix 2020 (Cancelled);Rangliste;;IND;Pune;;;BWF;Junior International Grand Prix;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
07.08.2020;09.08.2020;Bulgarian Junior Open Championships 2020;Rangliste;;BUL;Pazardzhik;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
10.08.2020;13.08.2020;Bulgarian Open Championship 2020 (Cancelled);Rangliste;;BUL;Sofia;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
11.08.2020;16.08.2020;Hyderabad Open 2020 (Cancelled);Rangliste;;IND;Hyderabad;;;BWF;BWF Tour Super 100;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
12.08.2020;16.08.2020;Malaysia International Junior Open 2020 (Cancelled);Rangliste;;MAS;Putrajaya;;;BWF;Junior International Challenge;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
14.08.2020;16.08.2020;Refrath Cup U15;Rangliste;;DE;Refrath;;;BEC;BEC-U15;;;;nein;;;;Einzel/Doppel/Mixed;;;;;
14.08.2020;16.08.2020;2. A-RLT O19;Rangliste;2;DE;Beuel;;;DBV;A-Level;;;https://www.badminton.de/fileadmin/user_upload/ausschreibung_2._dbv-ranglistenturnier_o19_-_14.-16.8.2020_-_bonn.pdf;nein;;;;;;;;Einzel/Doppel/Mixed;
15.08.2020;16.08.2020;2. C-RLT NRW U11;Rangliste;2;DE;TSV Mülheim/Heimaterde;;;NRW;C1-Level;04.08.2020;https://www.turnier.de/sport/tournament?id=401BA856-FE53-4B5F-BB0D-74108A5887D9;https://www.badminton-nrw.de/fileadmin/jugendwart/pdf_xls_doc/NRW/Ausschreibung_Gruppe_West_2._B-RLT_2020.pdf;nein;;Einzel/Doppel/Mixed;;;;;;;
15.08.2020;16.08.2020;9. A-RLT U11/U13;Rangliste;9;DE;Refrath  +++ wegen Corona-Krise ABGESAGT +++;;;DBV;A-Level;;;;nein;;Einzel/Doppel;Einzel/Doppel/Mixed;;;;;;
15.08.2020;16.08.2020;2. B-RLT West U13/U15;Rangliste;2;DE;TSV Mülheim/Heimaterde;;;GRW;B-Level;04.08.2020;https://www.turnier.de/sport/tournament?id=401BA856-FE53-4B5F-BB0D-74108A5887D9;https://www.badminton-nrw.de/fileadmin/jugendwart/pdf_xls_doc/NRW/Ausschreibung_Gruppe_West_2._B-RLT_2020.pdf;nein;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;;;
15.08.2020;16.08.2020;2. B-RLT West U17/U19;Rangliste;2;DE;SC 28 Nordwalde / Steinfurt;;;GRW;B-Level;04.08.2020;https://www.turnier.de/sport/tournament?id=F8ACC65F-EEFE-49D8-96C6-A47F217394DA;https://www.badminton-nrw.de/fileadmin/jugendwart/pdf_xls_doc/NRW/Ausschreibung_Gruppe_West_2._B-RLT_2020.pdf;nein;;;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
18.08.2020;23.08.2020;YONEX Akita Masters 2020 (Cancelled);Rangliste;;JPN;Akita;;;BWF;BWF Tour Super 100;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
18.08.2020;23.08.2020;PEMBANGUNAN JAYA RAYA Junior GP 2020 (Cancelled);Rangliste;;INA;Tangerang Selatan;;;BWF;Junior International Grand Prix;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
22.08.2020;23.08.2020;4. A-RLT U15;Rangliste;4;DE;Wesel +++ wegen Corona-Krise ABGESAGT +++;;;DBV;A-Level;;;;nein;;;;Einzel/Mixed;;;;;
22.08.2020;23.08.2020;2. D-RLT HES Bezirk Frankfurt O19;Rangliste;2;DE;noch offen;Bezirk Frankfurt;;HES;D1-Level;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
22.08.2020;23.08.2020; Bezirksmeisterschaften RHP Bezirk Mitte/Süd U11-U19;Meisterschaft;;DE;abgesagt;Bezirk Mitte/Süd;;RHP;D2-Level;19.08.2020;;https://badminton-rlp.de/wp-content/uploads/2020/01/AusschreibungBZM_S%C3%BCdwest_U11-U19_2020.pdf;nein;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
22.08.2020;22.08.2020; Bezirksmeisterschaften RHP Bezirk Nord/West U11-U19;Meisterschaft;;DE;abgesagt;Bezirk Nord/West;;RHP;D2-Level;19.08.2020;;;nein;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
25.08.2020;30.08.2020;Lingshui China Masters 2020 (Cancelled);Rangliste;;CHN;Lingshui;;;BWF;BWF Tour Super 100;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
25.08.2020;30.08.2020;Vietnam Open 2020 (Cancelled);Rangliste;;VIE;Da Nang;;;BWF;BWF Tour Super 100;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
28.08.2020;30.08.2020;FZ FORZA U19 Irish Open 2020 (Cancelled);Rangliste;;IRL;Dublin;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
28.08.2020;30.08.2020;YONEX Latvia International 2020 (New Dates);Rangliste;;LAT;Jelgava;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
28.08.2020;30.08.2020;Spanish U17 International - CANCELLED;Rangliste;;NN;Ibiza;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
29.08.2020;30.08.2020;3. B-RLT Mitte U15/U19;Rangliste;3;DE;Kleinblittersdorf, SAA;;;GRM;B-Level;18.08.2020;https://www.turnier.de/sport/tournament?id=AFF13D87-4FCC-423E-B33B-C1F6E377C51A;;ja;;;;Einzel/Doppel;;Einzel/Doppel;;;
29.08.2020;30.08.2020;3. A-RLT U17/U19;Rangliste;3;DE;Schwarzenbek +++ wegen Corona-Krise ABGESAGT +++;;;DBV;A-Level;;;;nein;;;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
29.08.2020;30.08.2020;1. C-RLT BBB O19 (RLT Einzel O19);Rangliste;1;DE;Berlin/Brandenburg;BBB;RLT Einzel O19;BBB;C2-Level;;;;nein;;;;;;;;Einzel;
01.09.2020;06.09.2020;YONEX Taipei Open 2020 (Cancelled);Rangliste;;TPE;Taipei;;;BWF;HSBC BWF World Tour Super 300;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
03.09.2020;06.09.2020;Ukraine International 2020 (Cancelled);Rangliste;;UKR;Kharkiv;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
03.09.2020;08.09.2020;GRANULAR AGE GROUP Junior Badminton Championships 2020 (Cancelled);Rangliste;;THA;Pattaya;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
04.09.2020;06.09.2020;RSL Lithuanian Junior 2020;Rangliste;;LTU;Vilnius;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
05.09.2020;06.09.2020; Bezirksmeisterschaften NRW Süd 1 U11-U19 (Bezirksvorentscheidungen (BVE));Meisterschaft;;DE;Burg;Süd 1;Bezirksvorentscheidungen (BVE);NRW;D1-Level;25.08.2020;https://www.turnier.de/sport/tournament?id=D54434AA-4D43-4803-9904-343698B28A8C;;ja;;Einzel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
05.09.2020;06.09.2020;2. B-RLT Süd-Ost U15-U19 (Neuanstetzung);Rangliste;2;DE;Augsburg;;Neuanstetzung;GRSO;B-Level;11.08.2020;https://www.turnier.de/sport/tournament?id=FA7EACB9-93D9-415E-B8AB-D9E94DD26D58;;ja;;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
05.09.2020;05.09.2020;5. C-RLT THÜ U11;Rangliste;5;DE;Gera;;;THÜ;D1-Level;29.08.2020;https://dbv.turnier.de/sport/tournament?id=D84BE82D-FE2E-4DE7-8839-C2653796BF8C;https://cloud2.badminton.de/index.php/s/dkKMZPP7irN9gfx;ja;;Einzel/Doppel;;;;;;;
05.09.2020;05.09.2020;5. C-RLT MVP U11-U17;Rangliste;5;DE;Neubrandenburg;;;MVP;D1-Level;22.08.2020;https://www.turnier.de/sport/tournament?id=83116B14-5143-46A0-9CB3-371D0AAB9D14;;ja;;Einzel;Einzel;;Einzel;;;;
05.09.2020;06.09.2020; Bezirksmeisterschaften NRW Nord 2 U11-U19 (Bezirksvorentscheidung (BVE));Meisterschaft;;DE;Paderborn;Nord 2;Bezirksvorentscheidung (BVE);NRW;D1-Level;25.08.2020;;https://www.badminton-nrw.de/index.php?id=1768;nein;;Einzel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
05.09.2020;06.09.2020; Kreismeisterschaften NRW Süd 2 U9/U11 (Verbandsmeisterschaften);Meisterschaft;;DE;Leverkusen;Süd 2;Verbandsmeisterschaften;NRW;E-Level;25.08.2020;;;ja;Einzel;Doppel/Mixed;;;;;;;
05.09.2020;06.09.2020; D-RLT NRW Süd 2 U11-U19 (Bezirksvorentscheidung (BVE) Ost);Rangliste;;DE;Leverkusen;Süd 2;Bezirksvorentscheidung (BVE) Ost;NRW;D1-Level;25.08.2020;https://www.turnier.de/sport/tournament?id=79543CC7-49A0-4C01-9EB1-F3ED55A3D66B;;ja;;Einzel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
05.09.2020;06.09.2020; Bezirksmeisterschaften NRW Süd 2 U11-U19 (Bezirksvorentscheidung (BVE) West);Meisterschaft;;DE;Leverkusen;Süd 2;Bezirksvorentscheidung (BVE) West;NRW;D1-Level;25.08.2020;https://www.turnier.de/sport/tournament?id=B6CD3FF4-0C77-4D49-A384-F3A6F152418B;;ja;;Einzel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
05.09.2020;06.09.2020; Bezirksmeisterschaften NRW Nord 1 U11-U19 (Bezirksvorentscheidungen (BVE));Meisterschaft;;DE;Gelsenkirchen;Nord 1;Bezirksvorentscheidungen (BVE);NRW;D1-Level;25.08.2020;https://dbv.turnier.de/sport/tournament?id=3141DA77-BE8F-4028-99E7-930AE25AD5E6;https://www.badminton-nrw.de/fileadmin/jbezirkn1/RLT/2020/Turnierausschreibungen_2020_homepage.pdf;nein;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
05.09.2020;05.09.2020; Bezirksmeisterschaften SAC Regionalverband Oberlausitz U9-U19;Meisterschaft;;DE;Sporthalle Ottokarplatz, An der Sporthalle, 02763 Zittau;Regionalverband Oberlausitz;;SAC;D2-Level;29.08.2020;;;ja;Einzel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
05.09.2020;05.09.2020; C-RLT SAH U13/U15;Rangliste;;DE;Ebendorf;;;SAH;D1-Level;29.08.2020;https://www.turnier.de/sport/tournament?id=DB3C0F4E-99D9-475B-BA3E-CD2FCB7A7374;https://www.blsa.de/images/icagenda/files/20200905-ausschreibung-lrt-ed-u13u15-ebendorf-2020.pdf;nein;;;Einzel/Doppel;Einzel/Doppel;;;;;
05.09.2020;06.09.2020;1. C-RLT BBB O19 (RLT Doppel/Mixed O19);Rangliste;1;DE;Berlin/Brandenburg;BBB;RLT Doppel/Mixed O19;BBB;C2-Level;;;;nein;;;;;;;;Doppel/Mixed;
05.09.2020;06.09.2020;10. A-RLT U13 (INFOnline German Masters 2020);Rangliste;10;DE;Bonn-Beuel;;INFOnline German Masters 2020;DBV;A-Level;22.08.2020;https://dbv.turnier.de/sport/tournament?id=315E7119-FC6C-4FC6-A2B2-79450D467AEC;https://cloud.badminton.de/index.php/s/JwNsPd2jDTR4yGJ;ja;;;Einzel/Doppel/Mixed;;;;;;
07.09.2020;13.09.2020;II Concecaba Championship 2020 (Cancelled);Rangliste;;PAN;Panama;;;BWF;Junior Future Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
08.09.2020;13.09.2020;Korea Open 2020 (Cancelled);Rangliste;;KOR;Gwangju;;;BWF;HSBC BWF World Tour Super 500;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
08.09.2020;13.09.2020;Kathmandu International Future Series 2020 (Cancelled);Rangliste;;NEP;Tripureshwor;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
08.09.2020;13.09.2020;VICTOR EXIST Jakarta Open Junior International Series 2020 (Cancelled);Rangliste;;INA;Jakarta;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
09.09.2020;12.09.2020;YONEX Belgian International 2020 (Cancelled);Rangliste;;BEL;Leuven;;;BWF;International Challenge;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
10.09.2020;13.09.2020;Sydney International 2020 (Cancelled);Rangliste;;AUS;Sydney;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
11.09.2020;13.09.2020;TEM Slovenia Junior International 2020;Rangliste;;SLO;Mirna;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
11.09.2020;12.09.2020;YONEX Latvia U17 International;Rangliste;;NN;Sigulda;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
12.09.2020;12.09.2020;3. C-RLT THÜ U15/U19;Rangliste;3;DE;Bad Frankenhausen;;;THÜ;D1-Level;05.09.2020;https://dbv.turnier.de/sport/tournament?id=FFB1BB45-34E5-4576-9216-496E53B5E439;https://cloud2.badminton.de/index.php/s/ndjMJi3HAsE9ysS;ja;;;;Einzel/Doppel;;Einzel/Doppel;;;
12.09.2020;13.09.2020; E-RLT BAY  U11-U17 (Käfer-Cup);Rangliste;;DE;Ochsenfurt;;Käfer-Cup;BAY;E-Level;04.09.2020;https://dbv.turnier.de/sport/tournament?id=870AA73B-9B02-4841-847A-F7EAC59307E4;;ja;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;;
12.09.2020;13.09.2020;3. B-RLT Nord U13/U15;Rangliste;3;DE;Merseburg (SAH);;;GRN;B-Level;25.08.2020;;https://cloud.badminton.de/index.php/s/5eoupPrnVmECsps;nein;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;;;
12.09.2020;12.09.2020;1./2. D-RLT SAC Regionalverband Oberlausitz U9-O19;Rangliste;1./2;DE;Friedrich-Ludwig-Jahn-Sportstätte, Hauptstraße 57a, 02779 Großschönau;Regionalverband Oberlausitz;;SAC;D2-Level;29.08.2020;;;ja;Einzel;Einzel;;;;;;Einzel;
12.09.2020;13.09.2020;3. C-RLT NRW U11;Rangliste;3;DE;BV Wesel Rot-Weiss;;;NRW;C1-Level;01.09.2020;;;nein;;Einzel/Doppel/Mixed;;;;;;;
12.09.2020;12.09.2020; C-RLT SAH U11-U19;Rangliste;;DE;Salzwedel;;;SAH;D1-Level;05.09.2020;https://www.turnier.de/sport/tournament?id=1644DFA4-253B-43E3-9C0A-1A83D2F72271;https://www.blsa.de/images/icagenda/files/20200912-ausschreibung-lrt-ed-u11u17u19-salzwedel-2020.pdf;nein;;Einzel/Doppel;;;Einzel/Doppel;Einzel/Doppel;;;
12.09.2020;13.09.2020;3. B-RLT West U13/U15;Rangliste;3;DE;BV Wesel Rot-Weiss;;;GRW;B-Level;01.09.2020;https://www.turnier.de/sport/tournament?id=9F174660-9B37-47EE-84EF-B41AC51C2B29;https://www.badminton-nrw.de/fileadmin/jugendwart/pdf_xls_doc/NRW/Ausschreibung_Gruppe_West_3._B-RLT_2020.pdf;nein;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;;;
12.09.2020;13.09.2020;3. B-RLT West U17/U19;Rangliste;3;DE;STC BW Solingen;;;GRW;B-Level;01.09.2020;https://www.turnier.de/sport/tournament?id=FB2370E8-89F3-4F47-9FEB-F07ECF128C34;https://www.badminton-nrw.de/fileadmin/jugendwart/pdf_xls_doc/NRW/Ausschreibung_Gruppe_West_3._B-RLT_2020.pdf;nein;;;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
13.09.2020;13.09.2020; Bezirksmeisterschaften SAC RV Chemnitz U11/U17;Meisterschaft;;DE;Stollberg;RV Chemnitz;;SAC;D2-Level;11.09.2020;https://www.turnier.de/sport/tournament?id=B20DDE15-0735-4299-BF81-CCF153561800;;ja;;Einzel/Doppel/Mixed;;;Einzel/Doppel/Mixed;;;;
14.09.2020;17.09.2020;The 4th Iran Junior International Series 2020 (Cancelled);Rangliste;;IRI;Semnan;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
15.09.2020;20.09.2020;VICTOR China Open 2020 (Cancelled);Rangliste;;CHN;Changzhou;;;BWF;HSBC BWF World Tour Super 1000;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
15.09.2020;20.09.2020;Maldives International Future Series 2020 (Cancelled);Rangliste;;MDV;Male;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
16.09.2020;20.09.2020;VII Guatemala Junior International 2020 (Cancelled);Rangliste;;GUA;Guatemala;;;BWF;Junior Future Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
16.09.2020;19.09.2020;Benin International 2020 (Cancelled);Rangliste;;BEN;COTONOU;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
17.09.2020;20.09.2020;Bendigo International 2020 (Cancelled);Rangliste;;AUS;Bendigo;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
17.09.2020;20.09.2020;Polish  International 2020 (Cancelled);Rangliste;;POL;Rzeszów;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
18.09.2020;20.09.2020; Landesmeisterschaften SAA U11-U19;Meisterschaft;;DE;Völklingen;Saarland;;SAA;C2-Level;12.09.2020;https://www.turnier.de/sport/tournament?id=6F4A5F7C-A6E0-4EB8-AF06-81635063C13E;;ja;;Einzel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
18.09.2020;20.09.2020;3. A-RLT O19;Rangliste;3;DE;Elmshorn;;;DBV;A-Level;19.08.2020;;https://www.badminton.de/fileadmin/user_upload/2_ausschreibung_3._dbv-rangistenturnier_o19_-_18.-20.9.2020_-_elmshorn.pdf;nein;;;;;;;;Einzel/Doppel/Mixed;
18.09.2020;20.09.2020;YONEX Belgian Junior 2020 (Cancelled);Rangliste;;BEL;Herstal;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
18.09.2020;20.09.2020;FZ FORZA Slovak Youth U17;Rangliste;;NN;Trencin;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
19.09.2020;19.09.2020; Landesmeisterschaften THÜ U11/U17;Meisterschaft;;DE;Ilmenau;;;THÜ;D1-Level;05.09.2020;https://dbv.turnier.de/sport/tournament?id=041DF6BA-4DC4-416C-A852-75744CBA3CA1;https://cloud2.badminton.de/index.php/s/2YFpmncxYgeXEbb;ja;;Einzel/Doppel/Mixed;;;Einzel/Doppel/Mixed;;;;
19.09.2020;19.09.2020;1. E-RLT BAW SB Ost U11-U19;Rangliste;1;DE;Spaichingen;SB Ost;;BAW;E-Level;11.09.2020;https://dbv.turnier.de/sport/tournament?id=A387FC82-3255-4801-987E-40BD8EBCB876;https://www.bwbv.de/jugend/sb/main-files/2020/E-RLT/2020-e-rlt-ost-1-ausschreibung.pdf;ja;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
19.09.2020;20.09.2020; Bezirksmeisterschaften SLH Schleswig-Holstein U9-U19 (Bezirkseinzelmeisterschaften 2020, U9 - U19 (D-Wertung), Bezirk Süd);Meisterschaft;;DE;23919 Berkenthin;Schleswig-Holstein;Bezirkseinzelmeisterschaften 2020, U9 - U19 (D-Wertung), Bezirk Süd;SLH;D2-Level;13.09.2020;https://www.turnier.de/sport/tournament?id=E6AD2059-6987-4AF8-86C3-3C10A2D7F4BB;https://www.shbv.de/upload/termine/2399.pdf;nein;Einzel;Einzel/Doppel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
